img,true classes,predicted classes,accuracy
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed7/front.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed7/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed8/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed8/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed8/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed8/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed8/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed9/top.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed9/right.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed9/left.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed9/front.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed9/rear.jpg,GoodSeed,GoodSeed,True
